Run	Sample	Dataset	Table	Hypoxia_state	Cell_type_new	Cell_type	Cell_type_details	Extended_details	Stimulation	Therapy	Modification	Diagnosis	GSM	Sorting_markers	Comment	Cell_origin	Rna_extraction_kit	Library_preparation_kit	Cells_isolation_kit	Donor_id	Gender	Age	Age_range	PMID	Material_type	Layout	Readcounts	To_check	QC_bad	QC_good	QC_score	Who_checks	Decision	Expression_comment	Run_id	Sample_id	Run_tiledb_id	Sample_tiledb_id	Spike_in	Response	Material_sampling_time	Only for target (CR type)	Prior_surgery	Adverse_event	Diagnosis_comment	Stage	Combo_class	Measurement_method	Race/Ethnicity	UMI (Only for target)	Deconvolution_cell_type	Filter_tag	Filter_tag
SRR2087725	SRX1081715	GSE70544	Cells_to_check	Control	Epithelium	Epithelium	Proximal tubular epithelial cells	HKC-8	Without_stimulation	No_data	Without_modification	No_data	GSM1808860			Kidney	miRNeasy Mini Kit (Qiagen)	TruSeq Stranded mRNA (illumina)		Normoxia rep1	No_data	No_data		26400545	polyA RNA	PAIRED	13023243				7				105931	82482	100834	77028													Epithelium		
SRR2087726	SRX1081716	GSE70544	Cells_to_check	Control	Epithelium	Epithelium	Proximal tubular epithelial cells	HKC-8	Without_stimulation	No_data	Without_modification	No_data	GSM1808861			Kidney	miRNeasy Mini Kit (Qiagen)	TruSeq Stranded mRNA (illumina)		Normoxia rep2	No_data	No_data		26400545	polyA RNA	PAIRED	12797885				7				105926	82477	100829	77023													Epithelium		
SRR2087727	SRX1081717	GSE70544	Cells_to_check	Control	Epithelium	Epithelium	Proximal tubular epithelial cells	HKC-8	Without_stimulation	No_data	Without_modification	No_data	GSM1808862			Kidney	miRNeasy Mini Kit (Qiagen)	TruSeq Stranded mRNA (illumina)		Normoxia rep3	No_data	No_data		26400545	polyA RNA	PAIRED	12966774				7				105933	82484	100836	77030													Epithelium		
SRR2087728	SRX1081718	GSE70544	Cells_to_check	Hypoxia	Epithelium_hypoxic	Epithelium	Proximal tubular epithelial cells	HKC-8	0.1% O2_12h	No_data	Without_modification	No_data	GSM1808863			Kidney	miRNeasy Mini Kit (Qiagen)	TruSeq Stranded mRNA (illumina)		Hypoxia rep1	No_data	No_data		26400545	polyA RNA	PAIRED	12826933				7				105923	82474	100826	77020													Epithelium		
SRR2087729	SRX1081719	GSE70544	Cells_to_check	Hypoxia	Epithelium_hypoxic	Epithelium	Proximal tubular epithelial cells	HKC-8	0.1% O2_12h	No_data	Without_modification	No_data	GSM1808864			Kidney	miRNeasy Mini Kit (Qiagen)	TruSeq Stranded mRNA (illumina)		Hypoxia rep2	No_data	No_data		26400545	polyA RNA	PAIRED	11491764				7				105924	82475	100827	77021													Epithelium		
SRR2087730	SRX1081720	GSE70544	Cells_to_check	Hypoxia	Epithelium_hypoxic	Epithelium	Proximal tubular epithelial cells	HKC-8	0.1% O2_12h	No_data	Without_modification	No_data	GSM1808865			Kidney	miRNeasy Mini Kit (Qiagen)	TruSeq Stranded mRNA (illumina)		Hypoxia rep3	No_data	No_data		26400545	polyA RNA	PAIRED	12737455				7				105929	82480	100832	77026													Epithelium		
SRR10820726	SRX7494165	GSE142867	Cells_to_check	Control	HSPC	HSPC		10 ng/ml interleukin-3, 2 units/ml EPO, and 50 ng/ml SCF	Normoxia_0d	G-CSF for mobilization of CD34+ cells from BM	Without_modification	Healthy	GSM4246818	CD34+		Whole_blood	TRIzol™ Reagent (Invitrogen)	Kapa mRNA Hyperprep kit (Roche)	Mobilizied Leukopak from ALLCELLS, FACS after cultivation	No_data	No_data	No_data		32634239	polyA RNA	SINGLE	15956776				5.833333				101616	78182	97009	73218													HSPC		
SRR10820727	SRX7494166	GSE142867	Cells_to_check	Control	HSPC	HSPC		10 ng/ml interleukin-3, 2 units/ml EPO, and 50 ng/ml SCF	Normoxia_3d	G-CSF for mobilization of CD34+ cells from BM	Without_modification	Healthy	GSM4246819	CD34+		Whole_blood	TRIzol™ Reagent (Invitrogen)	Kapa mRNA Hyperprep kit (Roche)	Mobilizied Leukopak from ALLCELLS, FACS after cultivation	No_data	No_data	No_data		32634239	polyA RNA	SINGLE	22231629				6.416667				101618	78184	97010	73219													HSPC		
SRR10820728	SRX7494167	GSE142867	Cells_to_check	Control	HSPC	HSPC		10 ng/ml interleukin-3, 2 units/ml EPO, and 50 ng/ml SCF	Normoxia_7d	G-CSF for mobilization of CD34+ cells from BM	Without_modification	Healthy	GSM4246820	CD34+		Whole_blood	TRIzol™ Reagent (Invitrogen)	Kapa mRNA Hyperprep kit (Roche)	Mobilizied Leukopak from ALLCELLS, FACS after cultivation	No_data	No_data	No_data		32634239	polyA RNA	SINGLE	16838042				6.416667				101621	78187	97012	73221													HSPC		
SRR10820729	SRX7494168	GSE142867	Cells_to_check	Control	HSPC	HSPC		10 ng/ml interleukin-3, 2 units/ml EPO, and 50 ng/ml SCF	Normoxia_10d	G-CSF for mobilization of CD34+ cells from BM	Without_modification	Healthy	GSM4246821	CD34+		Whole_blood	TRIzol™ Reagent (Invitrogen)	Kapa mRNA Hyperprep kit (Roche)	Mobilizied Leukopak from ALLCELLS, FACS after cultivation	No_data	No_data	No_data		32634239	polyA RNA	SINGLE	12919616				5.833333				101612	78178	97005	73214													HSPC		
SRR10820730	SRX7494169	GSE142867	Cells_to_check	Hypoxia	HSPC_hypoxic	HSPC		10 ng/ml interleukin-3, 2 units/ml EPO, and 50 ng/ml SCF	hypoxia_3d	G-CSF for mobilization of CD34+ cells from BM	Without_modification	Healthy	GSM4246822	CD34+		Whole_blood	TRIzol™ Reagent (Invitrogen)	Kapa mRNA Hyperprep kit (Roche)	Mobilizied Leukopak from ALLCELLS, FACS after cultivation	No_data	No_data	No_data		32634239	polyA RNA	SINGLE					7				101617	78183															HSPC		
SRR10820731	SRX7494170	GSE142867	Cells_to_check	Hypoxia	HSPC_hypoxic	HSPC		10 ng/ml interleukin-3, 2 units/ml EPO, and 50 ng/ml SCF	hypoxia_3d	G-CSF for mobilization of CD34+ cells from BM	Without_modification	Healthy	GSM4246823	CD34+		Whole_blood	TRIzol™ Reagent (Invitrogen)	Kapa mRNA Hyperprep kit (Roche)	Mobilizied Leukopak from ALLCELLS, FACS after cultivation	No_data	No_data	No_data		32634239	polyA RNA	SINGLE	13500580				6.416667				101614	78180	97007	73216													HSPC		
SRR10820732	SRX7494171	GSE142867	Cells_to_check	Hypoxia	HSPC_hypoxic	HSPC		10 ng/ml interleukin-3, 2 units/ml EPO, and 50 ng/ml SCF	hypoxia_7d	G-CSF for mobilization of CD34+ cells from BM	Without_modification	Healthy	GSM4246824	CD34+		Whole_blood	TRIzol™ Reagent (Invitrogen)	Kapa mRNA Hyperprep kit (Roche)	Mobilizied Leukopak from ALLCELLS, FACS after cultivation	No_data	No_data	No_data		32634239	polyA RNA	SINGLE	77527541				6.416667				101615	78181	97008	73217													HSPC		
SRR10820733	SRX7494172	GSE142867	Cells_to_check	Hypoxia	HSPC_hypoxic	HSPC		10 ng/ml interleukin-3, 2 units/ml EPO, and 50 ng/ml SCF	hypoxia_7d	G-CSF for mobilization of CD34+ cells from BM	Without_modification	Healthy	GSM4246825	CD34+		Whole_blood	TRIzol™ Reagent (Invitrogen)	Kapa mRNA Hyperprep kit (Roche)	Mobilizied Leukopak from ALLCELLS, FACS after cultivation	No_data	No_data	No_data		32634239	polyA RNA	SINGLE	20751218				6.416667				101613	78179	97006	73215													HSPC		
SRR10820734	SRX7494173	GSE142867	Cells_to_check	Hypoxia	HSPC_hypoxic	HSPC		10 ng/ml interleukin-3, 2 units/ml EPO, and 50 ng/ml SCF	hypoxia_10d	G-CSF for mobilization of CD34+ cells from BM	Without_modification	Healthy	GSM4246826	CD34+		Whole_blood	TRIzol™ Reagent (Invitrogen)	Kapa mRNA Hyperprep kit (Roche)	Mobilizied Leukopak from ALLCELLS, FACS after cultivation	No_data	No_data	No_data		32634239	polyA RNA	SINGLE					6.125				101620	78186															HSPC		
SRR10820735	SRX7494174	GSE142867	Cells_to_check	Hypoxia	HSPC_hypoxic	HSPC		10 ng/ml interleukin-3, 2 units/ml EPO, and 50 ng/ml SCF	hypoxia_10d	G-CSF for mobilization of CD34+ cells from BM	Without_modification	Healthy	GSM4246827	CD34+		Whole_blood	TRIzol™ Reagent (Invitrogen)	Kapa mRNA Hyperprep kit (Roche)	Mobilizied Leukopak from ALLCELLS, FACS after cultivation	No_data	No_data	No_data		32634239	polyA RNA	SINGLE	14057401				5.833333				101619	78185	97011	73220													HSPC		
SRR13302565	SRX9731497	GSE163827	Cells_to_check	Control	Endothelium	Endothelium	Pulmonary artery endothelial cells		Hour_24_of_Normoxia_(21%_O2)	No_data	Without_modification	No_data	GSM4988015			Pulmonary_artery	RNeasy Fibrous Tissue Mini Kit (Qiagen	Illumina	No_data	1	No_data	Adult		No_data		PAIRED	4186953.419				6.416667				147750	123840	134862	110623													Endothelium		
SRR13302571	SRX9731498	GSE163827	Cells_to_check	Control	Endothelium	Endothelium	Pulmonary artery endothelial cells		Hour_24_of_Normoxia_(21%_O2)	No_data	Without_modification	No_data	GSM4988016			Pulmonary_artery	RNeasy Fibrous Tissue Mini Kit (Qiagen	Illumina	No_data	2	No_data	Adult		No_data		PAIRED	4259131.563				6.416667				147754	123844	134866	110627													Endothelium		
SRR13302574	SRX9731499	GSE163827	Cells_to_check	Control	Endothelium	Endothelium	Pulmonary artery endothelial cells		Hour_24_of_Normoxia_(21%_O2)	No_data	Without_modification	No_data	GSM4988017			Pulmonary_artery	RNeasy Fibrous Tissue Mini Kit (Qiagen	Illumina	No_data	3	No_data	Adult		No_data		PAIRED	3717569.916				6.416667				147761	123851	134873	110634													Endothelium		
SRR13302580	SRX9731500	GSE163827	Cells_to_check	Hypoxia	Endothelium_hypoxic	Endothelium	Pulmonary artery endothelial cells		Hour_24_of_Hypoxia_(0.2%_O2)	No_data	Without_modification	No_data	GSM4988018			Pulmonary_artery	RNeasy Fibrous Tissue Mini Kit (Qiagen	Illumina	No_data	1	No_data	Adult		No_data		PAIRED	3908637.522				6.416667				147757	123847	134869	110630													Endothelium		
SRR13302582	SRX9731501	GSE163827	Cells_to_check	Hypoxia	Endothelium_hypoxic	Endothelium	Pulmonary artery endothelial cells		Hour_24_of_Hypoxia_(0.2%_O2)	No_data	Without_modification	No_data	GSM4988019			Pulmonary_artery	RNeasy Fibrous Tissue Mini Kit (Qiagen	Illumina	No_data	2	No_data	Adult		No_data		PAIRED	4370128.609				7				147753	123843	134865	110626													Endothelium		
SRR13302587	SRX9731502	GSE163827	Cells_to_check	Hypoxia	Endothelium_hypoxic	Endothelium	Pulmonary artery endothelial cells		Hour_24_of_Hypoxia_(0.2%_O2)	No_data	Without_modification	No_data	GSM4988020			Pulmonary_artery	RNeasy Fibrous Tissue Mini Kit (Qiagen	Illumina	No_data	3	No_data	Adult		No_data		PAIRED	4311448.552				6.416667				147763	123853	134875	110636													Endothelium		
SRR13302591	SRX9731503	GSE163827	Cells_to_check	Control	Endothelium	Endothelium	Brain microvascular endothelal cells		Hour_24_of_Normoxia_(21%_O2)	No_data	Without_modification	No_data	GSM4988021			Brain	RNeasy Fibrous Tissue Mini Kit (Qiagen	Illumina	No_data	1	No_data	Adult		No_data		PAIRED	4276277.962				6.416667				147748	123838	134860	110621													Endothelium		
SRR13302593	SRX9731504	GSE163827	Cells_to_check	Control	Endothelium	Endothelium	Brain microvascular endothelal cells		Hour_24_of_Normoxia_(21%_O2)	No_data	Without_modification	No_data	GSM4988022			Brain	RNeasy Fibrous Tissue Mini Kit (Qiagen	Illumina	No_data	2	No_data	Adult		No_data		PAIRED	4328409.421				6.416667				147765	123855	134877	110638													Endothelium		
SRR13302598	SRX9731505	GSE163827	Cells_to_check	Control	Endothelium	Endothelium	Brain microvascular endothelal cells		Hour_24_of_Normoxia_(21%_O2)	No_data	Without_modification	No_data	GSM4988023			Brain	RNeasy Fibrous Tissue Mini Kit (Qiagen	Illumina	No_data	3	No_data	Adult		No_data		PAIRED	5245357.53				7				147755	123845	134867	110628													Endothelium		
SRR13302601	SRX9731506	GSE163827	Cells_to_check	Hypoxia	Endothelium_hypoxic	Endothelium	Brain microvascular endothelal cells		Hour_24_of_Hypoxia_(0.2%_O2)	No_data	Without_modification	No_data	GSM4988024			Brain	RNeasy Fibrous Tissue Mini Kit (Qiagen	Illumina	No_data	1	No_data	Adult		No_data		PAIRED	4084592.981				6.416667				147749	123839	134861	110622													Endothelium		
SRR13302607	SRX9731507	GSE163827	Cells_to_check	Hypoxia	Endothelium_hypoxic	Endothelium	Brain microvascular endothelal cells		Hour_24_of_Hypoxia_(0.2%_O2)	No_data	Without_modification	No_data	GSM4988025			Brain	RNeasy Fibrous Tissue Mini Kit (Qiagen	Illumina	No_data	2	No_data	Adult		No_data		PAIRED	3829473.134				6.416667				147764	123854	134876	110637													Endothelium		
SRR13302612	SRX9731508	GSE163827	Cells_to_check	Hypoxia	Endothelium_hypoxic	Endothelium	Brain microvascular endothelal cells		Hour_24_of_Hypoxia_(0.2%_O2)	No_data	Without_modification	No_data	GSM4988026			Brain	RNeasy Fibrous Tissue Mini Kit (Qiagen	Illumina	No_data	3	No_data	Adult		No_data		PAIRED	3621930.128				6.416667				147751	123841	134863	110624													Endothelium		
SRR13302613	SRX9731509	GSE163827	Cells_to_check	Hypoxia	Endothelium_hypoxic	Endothelium	Pulmonary artery endothelial cells		Hour_24_of_Hypoxia_(0.2%_O2)	No_data	siHIF1A	No_data	GSM4988027			Pulmonary_artery	RNeasy Fibrous Tissue Mini Kit (Qiagen	Illumina	No_data	1	No_data	Adult		No_data		PAIRED	4578179.289				7				147752	123842	134864	110625													Endothelium		
SRR13302619	SRX9731510	GSE163827	Cells_to_check	Hypoxia	Endothelium_hypoxic	Endothelium	Pulmonary artery endothelial cells		Hour_24_of_Hypoxia_(0.2%_O2)	No_data	siHIF1A	No_data	GSM4988028			Pulmonary_artery	RNeasy Fibrous Tissue Mini Kit (Qiagen	Illumina	No_data	2	No_data	Adult		No_data		PAIRED	4122486.156				7				147760	123850	134872	110633													Endothelium		
SRR13302624	SRX9731511	GSE163827	Cells_to_check	Hypoxia	Endothelium_hypoxic	Endothelium	Pulmonary artery endothelial cells		Hour_24_of_Hypoxia_(0.2%_O2)	No_data	siHIF1A	No_data	GSM4988029			Pulmonary_artery	RNeasy Fibrous Tissue Mini Kit (Qiagen	Illumina	No_data	3	No_data	Adult		No_data		PAIRED	3575395.468				5.833333				147759	123849	134871	110632													Endothelium		
SRR13302628	SRX9731512	GSE163827	Cells_to_check	Hypoxia	Endothelium_hypoxic	Endothelium	Brain microvascular endothelal cells		Hour_24_of_Hypoxia_(0.2%_O2)	No_data	siHIF1A	No_data	GSM4988030			Brain	RNeasy Fibrous Tissue Mini Kit (Qiagen	Illumina	No_data	1	No_data	Adult		No_data		PAIRED	3333263.416				6.416667				147756	123846	134868	110629													Endothelium		
SRR13302629	SRX9731513	GSE163827	Cells_to_check	Hypoxia	Endothelium_hypoxic	Endothelium	Brain microvascular endothelal cells		Hour_24_of_Hypoxia_(0.2%_O2)	No_data	siHIF1A	No_data	GSM4988031			Brain	RNeasy Fibrous Tissue Mini Kit (Qiagen	Illumina	No_data	2	No_data	Adult		No_data		PAIRED	3772803.648				6.416667				147762	123852	134874	110635													Endothelium		
SRR13302633	SRX9731514	GSE163827	Cells_to_check	Hypoxia	Endothelium_hypoxic	Endothelium	Brain microvascular endothelal cells		Hour_24_of_Hypoxia_(0.2%_O2)	No_data	siHIF1A	No_data	GSM4988032			Brain	RNeasy Fibrous Tissue Mini Kit (Qiagen	Illumina	No_data	3	No_data	Adult		No_data		PAIRED	4256538.614				6.416667				147758	123848	134870	110631													Endothelium		
SRR12248288	SRX8756137	GSE154427	Cells_to_check	Hypoxia	Endothelium_hypoxic	Endothelium	Primary aortic endothelial cells	primary	Hypoxia	Without_therapy	Without_modification	Healthy	GSM4058549			Blood_vessel	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)			No_data	Adult		33980036		SINGLE	3084431				3.5				163117	138046	147857	122460			Hour_6_after_stimulation										Endothelium		
SRR12248290	SRX8756138	GSE154427	Cells_to_check	Hypoxia	Endothelium_hypoxic	Endothelium	Primary aortic endothelial cells	primary	Hypoxia	Without_therapy	Without_modification	Healthy	GSM4058550			Blood_vessel	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)			No_data	Adult		33980036		SINGLE	6847438				5.25				163130	138059	147865	122468			Hour_6_after_stimulation										Endothelium		
SRR12248292	SRX8756139	GSE154427	Cells_to_check	Hypoxia	Endothelium_hypoxic	Endothelium	Primary aortic endothelial cells	primary	Hypoxia	Without_therapy	Without_modification	Healthy	GSM4058551			Blood_vessel	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)			No_data	Adult		33980036		SINGLE	9213513				6.125				163136	138065	147870	122473			Hour_6_after_stimulation										Endothelium		
SRR12248301	SRX8756143	GSE154427	Cells_to_check	Hypoxia	Endothelium_hypoxic	Endothelium	Human umbilical vein endothelial cells (HUVEC)		Hypoxia	Without_therapy	Without_modification	Healthy	GSM4058561			Blood_vessel	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)			F	Adult		33980036		SINGLE	13013804				5.25				163150	138079	147882	122485			Hour_6_after_stimulation										Endothelium		
SRR12248302	SRX8756144	GSE154427	Cells_to_check	Hypoxia	Endothelium_hypoxic	Endothelium	Human umbilical vein endothelial cells (HUVEC)		Hypoxia	Without_therapy	Without_modification	Healthy	GSM4058562			Blood_vessel	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)			F	Adult		33980036		SINGLE	6251918				4.666667				163092	138021	147843	122446			Hour_6_after_stimulation										Endothelium		
SRR12248304	SRX8756145	GSE154427	Cells_to_check	Hypoxia	Endothelium_hypoxic	Endothelium	Human umbilical vein endothelial cells (HUVEC)		Hypoxia	Without_therapy	Without_modification	Healthy	GSM4058563			Blood_vessel	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)			F	Adult		33980036		SINGLE	7477294				5.25				163116	138045	147856	122459			Hour_7_after_stimulation										Endothelium		
SRR12248313	SRX8756149	GSE154427	Cells_to_check	Control	Smooth_muscle_cells	Smooth_muscle_cells	Human aortic smooth muscle cells (HASMC)		Without_stimulation	Without_therapy	Without_modification	Healthy	GSM4058570			Blood_vessel	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)			No_data	Adult		33980036		SINGLE	2195470				2.916667				163114	138043	147855	122458													Smooth_muscle_cells		
SRR12248315	SRX8756150	GSE154427	Cells_to_check	Control	Smooth_muscle_cells	Smooth_muscle_cells	Human aortic smooth muscle cells (HASMC)		Without_stimulation	Without_therapy	Without_modification	Healthy	GSM4058571			Blood_vessel	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)			No_data	Adult		33980036		SINGLE	7932418				5.25				163118	138047	147858	122461													Smooth_muscle_cells		
SRR12248317	SRX8756151	GSE154427	Cells_to_check	Control	Smooth_muscle_cells	Smooth_muscle_cells	Human aortic smooth muscle cells (HASMC)		Without_stimulation	Without_therapy	Without_modification	Healthy	GSM4058572			Blood_vessel	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)			No_data	Adult		33980036		SINGLE	8624179				5.25				163148	138077	147880	122483													Smooth_muscle_cells		
SRR12248319	SRX8756152	GSE154427	Cells_to_check	Hypoxia	Smooth_muscle_cells_hypoxic	Smooth_muscle_cells	Human aortic smooth muscle cells (HASMC)		Hypoxia	Without_therapy	Without_modification	Healthy	GSM4058573			Blood_vessel	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)			No_data	Adult		33980036		SINGLE	4147392				4.083333				163110	138039	147852	122455			Hour_7_after_stimulation										Smooth_muscle_cells		
SRR12248320	SRX8756153	GSE154427	Cells_to_check	Hypoxia	Smooth_muscle_cells_hypoxic	Smooth_muscle_cells	Human aortic smooth muscle cells (HASMC)		Hypoxia	Without_therapy	Without_modification	Healthy	GSM4058574			Blood_vessel	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)			No_data	Adult		33980036		SINGLE	5233792				4.666667				163131	138060	147866	122469			Hour_7_after_stimulation										Smooth_muscle_cells		
SRR12248322	SRX8756154	GSE154427	Cells_to_check	Hypoxia	Smooth_muscle_cells_hypoxic	Smooth_muscle_cells	Human aortic smooth muscle cells (HASMC)		Hypoxia	Without_therapy	Without_modification	Healthy	GSM4058575			Blood_vessel	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)			No_data	Adult		33980036		SINGLE	8725038				4.666667				163111	138040	147853	122456			Hour_7_after_stimulation										Smooth_muscle_cells		
SRR12248337	SRX8756107	GSE154427	Cells_to_check	Control	Macrophages	Macrophages			Without_stimulation	Without_therapy	Without_modification	Healthy	GSM4058582	CD14+		PBMC	RNA Clean & Concentrator-25 kit (Zymo Research)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)			No_data	Adult		33980036		SINGLE	4340270				4.083333				163128	138057	147864	122467													Macrophages		
SRR12248339	SRX8756108	GSE154427	Cells_to_check	Control	Macrophages	Macrophages			Without_stimulation	Without_therapy	Without_modification	Healthy	GSM4058583	CD14+		PBMC	RNA Clean & Concentrator-25 kit (Zymo Research)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)			No_data	Adult		33980036		SINGLE	8197545				4.666667				163147	138076	147879	122482													Macrophages		
SRR12248340	SRX8756109	GSE154427	Cells_to_check	Hypoxia	Macrophages_hypoxic	Macrophages			Hypoxia	Without_therapy	Without_modification	Healthy	GSM4058584	CD14+		PBMC	RNA Clean & Concentrator-25 kit (Zymo Research)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)			No_data	Adult		33980036		SINGLE	3189581				5.541667				163138	138067	147872	122475			Hour_7_after_stimulation										Macrophages		
SRR12248342	SRX8756110	GSE154427	Cells_to_check	Hypoxia	Macrophages_hypoxic	Macrophages			Hypoxia	Without_therapy	Without_modification	Healthy	GSM4058585	CD14+		PBMC	RNA Clean & Concentrator-25 kit (Zymo Research)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)			No_data	Adult		33980036		SINGLE	8574925				4.666667				163142	138071	147875	122478			Hour_7_after_stimulation										Macrophages		
SRR12304284	SRX8806632	GSE154427	Cells_to_check	Hypoxia	Endothelium_hypoxic	Endothelium	Human umbilical vein endothelial cells (HUVEC)		Hypoxia	Without_therapy	miControl	Healthy	GSM4685264			Blood_vessel	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)			F	Adult		33980036		SINGLE	4207216				4.958333				163097	138026	147847	122450			Hour_7_after_stimulation										Endothelium		
SRR12304285	SRX8806633	GSE154427	Cells_to_check	Hypoxia	Endothelium_hypoxic	Endothelium	Human umbilical vein endothelial cells (HUVEC)		Hypoxia	Without_therapy	miControl	Healthy	GSM4685265			Blood_vessel	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)			F	Adult		33980036		SINGLE	3814000				5.541667				163085	138014	147840	122443			Hour_7_after_stimulation										Endothelium		
SRR12304286	SRX8806634	GSE154427	Cells_to_check	Hypoxia	Endothelium_hypoxic	Endothelium	Human umbilical vein endothelial cells (HUVEC)		Hypoxia	Without_therapy	miControl	Healthy	GSM4685266			Blood_vessel	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)			F	Adult		33980036		SINGLE	3946625				4.958333				163087	138016	147842	122445			Hour_7_after_stimulation										Endothelium		
SRR12304290	SRX8806638	GSE154427	Cells_to_check	Hypoxia	Smooth_muscle_cells_hypoxic	Smooth_muscle_cells	Human aortic smooth muscle cells (HASMC)		Hypoxia	Without_therapy	miControl	Healthy	GSM4685270			Blood_vessel	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)			No_data	Adult		33980036		SINGLE	4353338				4.958333				163122	138051	147862	122465			Hour_7_after_stimulation										Smooth_muscle_cells		
SRR12304291	SRX8806639	GSE154427	Cells_to_check	Hypoxia	Smooth_muscle_cells_hypoxic	Smooth_muscle_cells	Human aortic smooth muscle cells (HASMC)		Hypoxia	Without_therapy	miControl	Healthy	GSM4685271			Blood_vessel	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)			No_data	Adult		33980036		SINGLE	3222068				5.833333				163125	138054	147863	122466			Hour_7_after_stimulation										Smooth_muscle_cells		
SRR12304292	SRX8806640	GSE154427	Cells_to_check	Hypoxia	Smooth_muscle_cells_hypoxic	Smooth_muscle_cells	Human aortic smooth muscle cells (HASMC)		Hypoxia	Without_therapy	miControl	Healthy	GSM4685272			Blood_vessel	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)			No_data	Adult		33980036		SINGLE	3411758				5.25				163132	138061	147867	122470			Hour_7_after_stimulation										Smooth_muscle_cells		
SRR7664340	SRX4524947	GSE118362	Cells_to_check	Control	Smooth_muscle_cells	Smooth_muscle_cells	Human pulmonary artery smooth muscle cell line	Pulmonary artery	Without_treatment	Without_therapy	Without_modification	No_data	GSM3325761			Smooth_muscle	TRIzol™ Reagent (Invitrogen)	TruSeq RNA Library Prep Kit v2 (Illumina)			No_data	No_data		30518907	polyA RNA	PAIRED	34130554.94				7				40904	29260	40904	29262													Smooth_muscle_cells		
SRR7664341	SRX4524948	GSE118362	Cells_to_check	Hypoxia	Smooth_muscle_cells_hypoxic	Smooth_muscle_cells	Human pulmonary artery smooth muscle cell line	Pulmonary artery	Hypoxia	Without_therapy	Without_modification	No_data	GSM3325762			Smooth_muscle	TRIzol™ Reagent (Invitrogen)	TruSeq RNA Library Prep Kit v2 (Illumina)			No_data	No_data		30518907	polyA RNA	PAIRED	47239716.52				7				40903	29259	40903	29261													Smooth_muscle_cells		
SRR11464467	SRX8041778	GSE147870	Cells_to_check	Control	Astrocytes	Astrocytes	Cerebral cortex astrocytes		Without_stimulation	No_data	Without_modification	No_data	GSM4447429			Brain	miRNeasy Mini Kit (Qiagen)	Ovation® RNA-Seq System V2 (NuGEN) + NEBNext Ultra RNA Library Prep Kit for Illumina (NEB)		BC3	No_data	No_data		34172753		SINGLE	6348924				6.125				165652	140402	150178	124602													Astrocytes		
SRR11464468	SRX8041779	GSE147870	Cells_to_check	Hypoxia	Astrocytes_hypoxic	Astrocytes	Cerebral cortex astrocytes		Hour_72_of_hypoxia	No_data	Without_modification	No_data	GSM4447430			Brain	miRNeasy Mini Kit (Qiagen)	Ovation® RNA-Seq System V2 (NuGEN) + NEBNext Ultra RNA Library Prep Kit for Illumina (NEB)		BC4	No_data	No_data		34172753		SINGLE	7273673				5.541667				165679	140429	150196	124620													Astrocytes		
SRR11464469	SRX8041780	GSE147870	Cells_to_check	Control	Astrocytes	Astrocytes	Cerebral cortex astrocytes		Without_stimulation	No_data	Without_modification	No_data	GSM4447431			Brain	miRNeasy Mini Kit (Qiagen)	Ovation® RNA-Seq System V2 (NuGEN) + NEBNext Ultra RNA Library Prep Kit for Illumina (NEB)		BC7	No_data	No_data		34172753		SINGLE	6538137				6.416667				165621	140371	150158	124582													Astrocytes		
